IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
6.1,19.89,7.4,7.52,14.11,144.58,87.37,0.03,0.05,0.08,0.04,1.06,-8.31,7.36,0.82,0.57,11.59,-100.49,0.55,-0.6,-3.16,0.41,0.52,-0.65,0.75,0.51,0.02,0.58,N
18.45,20.28,8.59,10.88,29.51,36.73,30.83,0.08,0.05,0.06,0.05,0.45,-6.19,4.31,0.99,0.51,4.62,-2.1,0.5,-1.1,2.64,0.41,0.53,-0.62,1.01,0.9,0.02,0.57,N
15.28,9.39,15.22,9.97,16.79,51.59,36.12,0.05,0.06,0.05,0.1,1.02,-6.49,5.02,0.95,0.59,6.53,8.24,0.52,1.37,10.38,0.54,0.42,-0.86,1.69,0.75,0.02,0.62,N
5.37,17.0,9.14,9.9,15.25,117.26,78.2,0.04,0.08,0.06,0.04,7.62,-9.24,-12.22,0.77,0.63,-154.42,-84.46,0.53,0.7,24.77,0.66,0.55,-0.66,1.17,0.58,0.02,0.57,N
3.75,24.32,8.32,8.06,24.62,48.27,38.33,0.03,0.06,0.04,0.04,1.21,-9.42,122.5,0.76,0.59,-13.35,-6.92,0.52,-1.83,5.06,0.43,0.63,-1.18,1.56,0.46,0.02,0.57,N
6.58,21.57,8.8,9.86,18.38,228.7,275.67,0.05,0.04,0.04,0.04,-36.97,35.85,-4.0,0.5,0.6,-3.89,-3.85,0.46,1.7,3.19,0.41,0.48,-1.47,1.65,0.83,0.01,0.68,N
6.18,14.19,8.69,12.27,11.9,54.51,60.66,0.05,0.05,0.04,0.04,1.69,-2.77,54.89,1.11,0.54,16.03,11.6,0.52,-1.09,1.43,0.39,0.63,-1.88,1.54,0.99,0.02,0.65,N
0.68,11.29,10.76,10.72,25.58,22.63,26.82,0.05,0.05,0.04,0.04,0.68,-2.56,12.56,0.92,0.61,4.7,-27.42,0.59,1.32,14.45,0.52,0.58,-0.39,1.11,0.71,0.02,0.63,N
8.44,13.56,6.6,19.13,12.67,60.57,85.29,0.05,0.05,0.04,0.08,0.97,-3.6,28.92,0.8,0.66,11.74,23.17,0.54,0.39,26.09,0.71,0.67,-0.73,1.5,0.33,0.02,0.61,N
-1.05,18.12,11.71,8.86,21.54,73.39,81.61,0.07,0.05,0.05,0.08,13.45,47.91,-27.81,0.69,0.53,-30.23,-3.66,0.44,-1.45,4.0,0.42,0.42,-1.22,1.73,0.66,0.01,0.47,N
-0.79,45.27,12.62,10.93,18.81,88.76,234.94,0.06,0.1,0.05,0.07,0.73,5.73,-139.06,0.74,0.52,-22.9,-3.46,0.51,-0.64,-1.89,0.39,0.58,-0.4,1.3,0.58,0.02,0.65,N
17.03,28.74,8.41,11.24,17.71,31.9,22.9,0.03,0.14,0.03,0.04,0.76,81.56,67.86,0.78,0.59,-302.92,-4.47,0.51,1.24,2.38,0.45,0.55,-0.65,0.98,0.66,0.02,0.63,N
6.73,12.53,8.42,8.31,14.09,74.95,55.67,0.05,0.05,0.04,0.06,24.81,-4.22,30.93,0.82,0.45,9.41,1.7,0.49,-1.72,4.19,0.46,0.38,-1.08,1.75,0.07,0.01,0.02,N
5.1,27.37,9.71,12.29,15.63,57.48,77.51,0.04,0.05,0.09,0.08,0.95,-3.22,-20.14,0.7,0.6,5.25,-4.37,0.46,-1.38,3.36,0.4,0.58,-0.22,1.58,0.87,0.02,0.62,N
6.11,22.34,7.51,7.81,10.5,76.73,67.3,0.06,0.09,0.04,0.04,1.88,-7.99,1.53,1.47,0.55,3.09,2.64,0.57,-1.94,7.58,0.41,0.58,-1.8,1.07,0.45,0.02,0.51,N
6.0,15.02,6.7,10.52,15.62,29.18,30.87,0.04,0.07,0.07,0.08,1.02,-4.24,-4.06,0.78,0.59,-40.94,-2.81,0.43,1.55,-3.82,0.45,0.4,-0.77,1.9,0.36,0.01,0.61,N
4.59,35.04,6.88,11.29,25.57,59.58,52.41,0.07,0.03,0.05,0.05,0.56,14.92,4.75,0.89,0.43,10.41,-2.47,0.44,1.61,0.28,0.26,0.57,0.02,0.57,0.57,0.02,0.61,N
6.12,25.88,9.43,9.91,13.27,38.42,34.11,0.04,0.07,0.15,0.14,0.54,-1.85,3.49,0.53,0.56,2.13,-5.18,0.49,1.63,5.45,0.42,0.6,0.3,0.75,0.81,0.02,0.65,N
6.29,11.7,8.24,8.38,16.87,44.12,93.82,0.09,0.07,0.03,0.05,0.53,-10.26,1.13,1.44,0.55,1.86,-1.85,0.5,1.27,17.28,0.5,0.6,0.15,1.12,0.95,0.01,0.41,N
5.72,16.69,14.37,11.37,15.61,74.32,39.09,0.19,0.05,0.06,0.07,3.66,9.83,3.17,1.36,0.58,9.79,-2.62,0.58,0.54,29.31,0.57,0.59,-0.73,1.47,1.13,0.02,0.65,N
4.52,23.25,9.31,6.79,23.33,186.06,138.55,0.05,0.04,0.04,0.04,1.88,15.24,-13.17,0.36,0.51,-14.07,21.44,0.48,1.84,7.32,0.46,0.48,-1.43,1.15,0.63,0.01,0.59,N
4.26,12.79,9.76,9.35,27.8,30.18,42.32,0.05,0.06,0.06,0.04,1.1,-4.47,21.13,0.65,0.55,12.56,6.3,0.56,3.02,7.42,0.46,0.61,-0.84,1.28,-0.04,0.01,0.55,N
5.61,13.56,13.04,6.09,18.82,107.89,85.8,0.12,0.04,0.04,0.04,1.92,77.15,6.7,0.99,0.61,23.6,-6.93,0.53,-1.47,3.9,0.41,0.61,-0.97,1.34,0.43,0.02,0.56,N
4.43,12.93,12.28,12.19,18.23,101.11,186.23,0.04,0.06,0.06,0.06,1.26,8.84,6.14,0.98,0.61,-17.72,-6.86,0.51,-0.7,-0.99,0.39,0.57,-0.66,1.38,0.48,0.02,0.64,N
6.75,13.86,12.57,11.7,20.31,37.31,104.12,0.1,0.04,0.16,0.18,0.75,-15.61,9.68,0.79,0.57,19.37,-2.6,0.49,1.23,-2.24,0.44,0.34,-0.76,1.86,0.79,0.02,0.62,N
-0.15,19.42,15.7,11.04,25.24,333.16,490.83,0.05,0.04,0.03,0.06,0.39,26.81,-10.82,0.71,0.56,-15.19,-4.1,0.49,1.13,2.12,0.52,0.55,-0.29,1.13,0.59,0.01,0.02,N
5.74,23.3,12.79,14.77,40.11,64.45,45.95,0.04,0.04,0.06,0.05,0.78,-10.03,-16.73,0.54,0.55,-15.71,171.25,0.49,-0.13,-4.15,0.37,0.55,-1.06,0.64,0.42,0.02,0.61,N
4.57,31.31,7.95,7.8,14.91,37.7,31.28,0.06,0.03,0.05,0.05,0.77,18.05,-11.96,0.35,0.52,-7.66,-106.99,0.44,-0.04,-5.62,0.38,0.52,-1.2,1.16,0.33,0.02,0.63,N
5.35,18.2,7.21,7.25,13.58,19.29,16.87,0.03,0.04,0.1,0.09,1.45,-2.54,7.16,1.08,0.55,4.03,-14.57,0.52,1.68,10.84,0.47,0.56,-0.8,0.66,0.7,0.01,0.52,N
6.31,14.56,8.6,13.24,14.97,52.16,35.45,0.04,0.06,0.16,0.07,0.73,17.76,2.51,0.88,0.58,6.9,-4.47,0.55,1.08,15.23,0.52,0.58,-0.64,1.13,0.78,0.02,0.62,N
5.71,28.36,11.31,13.81,13.68,99.4,156.45,0.05,0.07,0.03,0.03,0.78,-74.11,-50.51,0.46,0.46,34.0,-6.87,0.47,1.17,1.87,0.46,0.41,-0.83,1.59,0.5,0.01,0.52,N
0.15,37.04,9.29,6.71,17.0,26.62,29.18,0.05,0.07,0.05,0.07,0.75,-42.25,-45.79,0.61,0.62,-30.26,-6.12,0.53,-0.85,0.81,0.33,0.51,-0.83,1.4,0.38,0.01,0.6,N
15.81,54.57,8.59,8.13,17.06,27.96,31.98,0.03,0.04,0.07,0.08,1.44,-1.72,3.32,0.94,0.62,2.33,4.67,0.58,0.8,28.06,0.62,0.66,-0.04,0.66,0.56,0.02,0.62,N
3.88,12.83,8.44,6.59,10.2,87.8,45.99,0.05,0.04,0.04,0.03,5.24,-2.24,6.27,1.22,0.53,3.6,2.58,0.55,1.38,9.68,0.49,0.48,-2.19,2.0,0.08,0.01,0.63,N
6.82,13.07,14.18,10.48,16.66,65.63,80.87,0.06,0.08,0.04,0.04,1.11,13.06,-7.09,0.66,0.63,-6.15,-8.66,0.49,0.87,13.05,0.62,0.56,-1.41,1.01,0.47,0.02,0.56,N
5.98,16.95,11.61,11.54,15.86,22.3,41.62,0.05,0.05,0.05,0.04,0.56,-3.68,-8.33,0.85,0.6,56.25,-9.79,0.51,-0.07,-6.01,0.35,0.43,-0.8,1.57,0.68,0.02,0.65,N
4.98,24.38,13.18,6.52,18.01,48.62,47.97,0.07,0.04,0.04,0.04,1.17,-23.97,4.09,1.09,0.57,9.87,4.87,0.52,-1.91,6.52,0.4,0.47,-1.99,1.13,0.25,0.02,0.63,N
6.28,21.59,7.16,8.61,14.44,27.16,32.64,0.04,0.06,0.06,0.06,1.01,-12.55,-43.93,0.86,0.66,18.43,240.13,0.5,0.95,5.85,0.4,0.47,-0.83,1.67,0.56,0.03,0.03,N
4.25,26.89,12.86,9.46,10.36,34.31,29.22,0.04,0.04,0.03,0.03,0.71,-2.06,1.38,0.53,0.59,1.96,4.8,0.43,-0.48,-3.13,0.35,0.69,-1.04,0.81,0.07,0.01,0.49,N
17.27,259.26,333.33,333.33,259.26,466.67,466.67,0.13,0.05,0.04,0.03,0.13,4.39,2.03,1.87,0.4,2.77,-1.5,0.26,1.83,4.73,0.53,0.58,1.16,0.46,0.27,0.01,0.44,N
3.8,20.12,9.36,8.17,9.25,25.25,29.05,0.03,0.08,0.05,0.04,0.89,-2.53,2.7,0.82,0.55,2.84,-5.27,0.59,1.15,0.32,0.43,0.51,-0.47,1.05,0.62,0.01,0.35,N
5.08,21.94,8.06,6.96,13.29,96.6,82.5,0.08,0.16,0.08,0.08,1.15,-10.17,14.34,0.78,0.6,-50.96,5.79,0.56,-1.09,1.09,0.37,0.52,-0.87,1.25,0.54,0.02,0.63,N
4.82,33.42,9.92,7.63,13.81,24.07,20.05,0.07,0.13,0.04,0.03,4.33,-2.4,2.13,1.44,0.62,2.14,5.31,0.54,1.86,21.99,0.53,0.69,-0.88,1.42,0.67,0.02,0.63,N
3.49,18.79,11.98,8.68,17.93,85.97,38.18,0.05,0.16,0.14,0.18,0.73,-24.41,5.37,1.04,0.52,7.02,8.42,0.53,-2.21,6.53,0.44,0.36,-0.82,1.35,0.76,0.01,0.64,N
6.14,20.91,10.38,12.58,15.64,78.46,71.62,0.04,0.05,0.04,0.04,0.59,2.61,135.88,0.5,0.57,-4.62,-6.56,0.57,1.73,-2.31,0.38,0.51,-0.99,0.73,0.74,0.01,0.56,N
16.79,14.27,19.35,14.16,22.46,20.76,23.23,0.05,0.06,0.05,0.04,0.69,-3.66,279.15,0.72,0.57,7.1,4.84,0.51,-0.46,-3.66,0.41,0.36,-0.88,1.36,0.4,0.02,0.62,N
5.77,62.47,7.59,9.4,33.26,34.83,53.12,0.09,0.04,0.05,0.04,0.93,6.32,21.49,1.1,0.5,430.65,-1.89,0.49,-1.09,1.25,0.41,0.53,-0.59,1.16,1.07,0.01,0.52,N
7.02,31.98,11.01,11.46,16.56,111.25,159.15,0.08,0.1,0.04,0.05,0.63,32.62,5.33,1.01,0.49,27.84,-13.69,0.48,2.17,10.56,0.46,0.57,-0.92,2.02,0.44,0.02,0.61,N
14.77,22.13,8.15,9.17,16.1,44.14,49.75,0.03,0.04,0.04,0.04,0.98,-4.1,-10.59,0.38,0.5,12.05,9.65,0.51,1.12,4.67,0.47,0.5,-0.61,0.92,0.09,0.01,0.63,N
6.34,22.45,6.56,8.44,28.33,165.02,108.68,0.03,0.04,0.12,0.06,-185.62,6.43,-2.43,0.09,0.6,-2.55,-9.12,0.49,1.64,-1.62,0.42,0.49,-1.57,0.83,0.71,0.02,0.62,N
-0.68,11.67,8.43,10.31,15.04,125.1,70.55,0.03,0.05,0.05,0.06,0.74,55.19,8.26,1.17,0.55,37.65,-18.13,0.47,2.13,4.3,0.43,0.49,-0.78,0.85,0.46,0.02,0.62,N
7.02,47.59,8.59,8.62,25.59,30.16,28.45,0.04,0.06,0.06,0.05,0.52,9.2,7.23,0.83,0.49,10.86,-1.87,0.45,1.13,9.31,0.49,0.45,-0.53,0.72,1.19,0.01,0.71,N
5.94,80.69,7.08,10.27,26.95,60.14,39.95,0.07,0.08,0.13,0.08,0.55,-6.93,3.03,0.7,0.57,3.54,-4.41,0.51,1.6,-3.58,0.42,0.47,-0.1,0.79,0.55,0.02,0.6,N
4.86,22.09,8.81,10.03,32.2,43.98,32.23,0.04,0.11,0.06,0.14,1.04,-25.69,-17.48,0.28,0.6,-17.26,-5.64,0.52,1.12,6.87,0.49,0.51,-0.52,0.72,0.73,0.02,0.61,N
5.02,36.96,7.19,11.88,33.85,106.66,106.96,0.05,0.05,0.04,0.05,2.05,9.59,23.36,0.49,0.58,-13.3,-6.59,0.5,1.46,3.57,0.44,0.49,-0.91,0.72,0.75,0.02,0.64,N
7.09,13.96,6.72,5.99,28.37,28.79,70.71,0.04,0.12,0.04,0.06,2.08,-3.45,5.6,0.89,0.57,8.21,10.35,0.5,-1.54,2.52,0.41,0.74,-0.88,1.7,0.39,0.02,0.58,N
5.73,8.83,10.06,8.73,15.14,34.63,39.7,0.08,0.07,0.04,0.06,1.63,-2.11,-18.01,1.06,0.61,9.95,4.17,0.48,-0.47,-2.28,0.36,0.47,-0.86,2.13,0.55,0.02,0.64,N
5.81,24.31,7.76,7.83,11.58,61.5,39.63,0.04,0.04,0.07,0.05,0.76,-12.02,6.31,0.75,0.55,7.73,-3.04,0.51,1.22,13.13,0.52,0.57,-0.56,1.09,0.57,0.02,0.63,N
7.8,20.99,7.21,7.85,9.43,49.77,38.88,0.12,0.05,0.08,0.08,1.82,-13.91,16.53,0.72,0.59,-87.86,-3.43,0.54,0.9,10.78,0.53,0.6,-0.71,1.14,0.43,0.01,0.49,N
16.55,16.5,7.69,7.94,17.13,294.87,352.86,0.04,0.04,0.05,0.06,0.59,532.16,-19.36,0.64,0.55,-23.94,-5.99,0.51,1.12,16.89,0.56,0.54,-0.77,0.86,0.49,0.02,0.61,N
6.59,34.52,8.39,12.75,9.93,37.44,32.98,0.1,0.08,0.05,0.06,0.48,-10.03,2.25,1.12,0.48,2.12,-5.5,0.52,0.28,41.35,0.64,0.57,0.17,1.07,0.97,0.02,0.62,N
5.3,12.12,10.35,9.74,13.17,82.03,97.54,0.03,0.04,0.04,0.05,1.62,-11.16,1.62,1.39,0.6,3.62,6.15,0.55,1.02,9.1,0.53,0.55,-0.92,0.61,0.17,0.02,0.57,N
17.65,15.95,7.01,19.13,14.13,35.09,41.26,0.04,0.04,0.18,0.11,0.98,-4.65,6.41,1.28,0.51,6.22,-3.02,0.44,-2.09,3.29,0.45,0.53,0.21,0.87,0.51,0.01,0.52,N
-0.25,14.24,12.6,9.17,13.69,69.95,92.21,0.05,0.04,0.06,0.04,1.76,-6.6,-278.95,0.27,0.62,-182.65,10.87,0.51,0.27,-10.88,0.38,0.42,-1.36,1.38,0.56,0.02,0.57,N
7.17,20.45,6.91,9.29,9.88,42.05,65.6,0.06,0.06,0.33,0.38,0.49,-7.11,100.12,0.76,0.53,-43.75,-2.56,0.52,1.22,5.82,0.42,0.57,-0.33,1.17,0.57,0.01,0.66,N
5.49,68.67,10.49,15.53,17.41,96.32,93.09,0.08,0.04,0.05,0.05,0.66,-2.73,1.85,1.02,0.57,1.79,3.76,0.49,-1.11,2.21,0.38,0.41,-0.33,0.84,0.59,0.02,0.62,N
5.31,22.18,6.65,10.09,18.45,33.63,29.64,0.04,0.15,0.04,0.04,1.73,-3.12,3.08,0.85,0.63,3.52,4.69,0.6,1.22,5.33,0.47,0.54,-0.57,1.22,0.34,0.01,0.63,N
-0.81,31.03,6.84,10.61,14.12,64.14,33.18,0.03,0.08,0.05,0.04,1.74,29.8,9.39,1.05,0.5,59.93,-24.85,0.46,-0.9,0.19,0.43,0.48,-0.65,0.64,0.41,0.02,0.56,N
6.28,41.8,9.23,8.84,29.0,201.88,215.08,0.05,0.04,0.05,0.04,2.66,6.29,-4.99,0.36,0.52,-5.22,-6.99,0.5,1.27,6.72,0.48,0.45,-0.81,1.51,0.5,0.01,0.56,N
6.14,23.85,6.25,6.95,15.71,65.97,53.2,0.04,0.04,0.05,0.03,0.82,32.75,-7.8,0.4,0.43,-10.14,-5.51,0.48,-1.24,1.79,0.4,0.49,-1.65,1.22,0.57,0.02,0.63,N
6.11,45.52,5.96,8.62,28.5,43.43,62.32,0.03,0.04,0.04,0.06,87.86,14.52,1645.75,0.93,0.61,-6.44,-47.19,0.51,2.79,9.91,0.35,0.52,-1.58,1.0,0.71,0.02,0.64,N
13.97,34.23,9.5,22.89,22.88,56.88,44.94,0.05,0.05,0.04,0.05,1.01,-16.94,36.32,0.54,0.53,46.62,7.46,0.54,1.6,-4.01,0.4,0.47,-0.69,0.76,0.47,0.02,0.63,N
6.09,15.37,10.4,6.1,37.83,28.11,30.2,0.04,0.04,0.06,0.13,0.55,118.0,44.02,0.58,0.5,-211.51,-5.7,0.51,1.46,10.41,0.49,0.48,-0.89,0.95,0.62,0.02,0.6,N
6.56,22.81,8.64,6.43,16.85,39.46,48.45,0.1,0.13,0.1,0.06,0.55,-1.87,16.24,0.53,0.52,3.65,-3.96,0.43,-0.86,-1.4,0.42,0.39,-0.17,1.74,0.5,0.0,0.0,N
6.26,10.95,5.82,9.63,14.22,21.84,27.03,0.04,0.04,0.08,0.06,1.95,-80.55,7.7,1.11,0.59,41.08,-7.1,0.57,3.15,11.72,0.5,0.46,-0.84,0.8,0.6,0.02,0.58,N
5.78,27.87,6.36,15.26,18.59,28.42,32.69,0.04,0.12,0.05,0.04,0.63,9.94,-4.59,0.33,0.59,-3.98,-3.52,0.49,1.59,-0.99,0.45,0.5,-0.87,1.9,0.75,0.0,0.0,N
6.3,13.49,11.46,7.29,11.59,48.73,66.19,0.05,0.04,0.04,0.04,0.89,-2.35,1.57,1.58,0.46,1.73,2.31,0.57,1.79,10.92,0.47,0.61,-0.54,0.57,0.46,0.01,0.57,N
-0.39,18.18,10.65,16.71,13.74,33.33,29.75,0.05,0.13,0.13,0.13,0.54,-3.36,9.58,1.75,0.49,6.15,-2.03,0.28,-0.73,-1.13,0.38,0.65,0.72,0.28,0.37,0.02,0.64,N
-1.63,27.3,12.82,6.57,28.98,51.43,50.2,0.09,0.05,0.04,0.06,15.37,18.24,17.36,0.94,0.58,-16.66,-35.45,0.5,1.77,10.87,0.52,0.55,-0.96,1.07,0.63,0.02,0.6,N
16.42,27.55,9.5,10.25,12.5,22.9,28.06,0.06,0.04,0.03,0.04,1.92,-11.36,-4.5,0.85,0.57,-5.39,-4.34,0.45,1.38,2.15,0.44,0.62,-1.04,1.62,0.33,0.02,0.61,N
5.32,11.84,7.79,7.43,18.75,59.49,55.89,0.04,0.04,0.06,0.03,9.01,-95.86,4.9,1.13,0.62,13.33,9.5,0.51,1.28,2.06,0.46,0.47,-0.82,1.08,0.28,0.02,0.62,N
5.78,46.17,8.85,8.03,15.28,27.82,25.46,0.03,0.03,0.04,0.03,1.99,-15.96,5.9,0.69,0.62,43.26,5.64,0.49,2.06,7.67,0.45,0.47,-1.17,0.43,-0.01,0.01,0.57,N
6.15,55.45,8.7,8.38,15.72,23.87,25.5,0.04,0.2,0.05,0.04,2.91,-1.82,3.56,0.79,0.6,2.93,2.36,0.58,1.27,8.5,0.48,0.44,-1.37,0.48,0.68,0.02,0.62,N
5.85,33.59,9.81,9.41,28.23,52.09,37.45,0.05,0.05,0.06,0.04,4.47,-4.56,3.87,1.2,0.55,4.52,-2.68,0.49,1.56,12.79,0.48,0.58,-0.61,0.7,0.79,0.01,0.52,N
4.76,14.68,15.33,13.79,16.37,49.1,31.6,0.06,0.13,0.13,0.13,0.77,-3.42,15.3,2.4,0.55,6.04,-0.91,0.29,-1.11,0.83,0.38,0.59,1.07,0.74,0.43,0.01,0.48,N
15.45,17.49,9.61,7.92,12.96,22.92,21.52,0.04,0.05,0.04,0.04,1.11,-5.03,7.41,0.25,0.6,13.14,-3.88,0.46,1.73,7.11,0.49,0.74,-0.81,1.22,0.4,0.01,0.5,N
5.21,23.94,7.62,7.19,17.95,52.41,42.54,0.07,0.06,0.04,0.06,7.92,-50.29,-8.17,0.2,0.56,-8.19,10.52,0.53,-1.17,2.58,0.4,0.51,-1.19,0.81,0.74,0.02,0.64,N
5.71,21.39,9.63,10.75,15.13,37.23,32.45,0.04,0.1,0.04,0.03,0.97,-5.57,680.3,0.51,0.6,13.49,11.67,0.52,-0.32,-3.92,0.37,0.49,-0.65,1.71,0.48,0.02,0.56,N
0.61,30.23,7.75,9.59,30.77,28.15,36.92,0.07,0.05,0.05,0.05,6.64,-3.05,6.11,0.8,0.53,5.45,4.83,0.6,-1.46,3.93,0.41,0.6,-1.31,1.06,0.79,0.02,0.64,N
16.81,59.19,6.14,9.46,21.86,49.46,56.18,0.05,0.05,0.04,0.03,0.96,-15.8,-15.29,0.7,0.56,-26.25,-14.96,0.54,1.11,3.29,0.45,0.54,-0.88,0.69,0.6,0.02,0.62,N
5.43,29.89,11.37,7.55,56.47,48.51,44.54,0.06,0.04,0.04,0.05,1.83,-4.96,16.54,0.53,0.6,18.68,3.2,0.52,1.51,6.25,0.42,0.51,-0.86,1.33,0.38,0.02,0.63,N
5.59,23.19,6.38,8.41,25.58,38.41,38.11,0.06,0.05,0.07,0.06,0.45,-8.68,3.31,0.61,0.59,5.03,43.73,0.52,1.07,12.88,0.45,0.55,-0.49,0.99,0.72,0.02,0.02,N
17.2,55.3,10.55,9.18,12.72,42.51,44.29,0.05,0.05,0.06,0.05,1.74,-5.98,3.11,1.0,0.59,4.5,-4.2,0.5,1.33,10.2,0.48,0.41,-1.03,1.78,0.58,0.01,0.41,N
3.95,20.35,6.91,9.66,15.25,34.21,30.45,0.17,0.06,0.05,0.05,0.78,-8.02,-265.32,0.44,0.52,63.23,17.51,0.53,1.18,4.78,0.43,0.5,-0.47,1.12,0.69,0.01,0.64,N
8.13,28.11,7.42,9.22,27.59,29.59,27.79,0.03,0.04,0.04,0.06,4.11,-4.37,-15.64,0.55,0.57,25.44,6.37,0.46,-0.49,-2.97,0.35,0.46,-1.78,0.7,0.54,0.02,0.03,N
5.12,13.79,10.82,7.54,28.69,19.22,20.61,0.04,0.05,0.05,0.06,3.91,-3.1,22.2,0.71,0.55,6.68,8.64,0.55,-0.86,1.76,0.36,0.49,-1.03,0.73,0.79,0.01,0.61,N
16.96,22.29,6.54,10.91,26.17,155.09,79.95,0.05,0.13,0.13,0.13,1.9,-5.57,8.3,2.63,0.56,11.97,-1.23,0.33,-1.74,3.5,0.42,0.67,0.82,0.55,0.5,0.02,0.61,N
4.65,15.97,8.36,10.73,16.41,41.33,50.57,0.06,0.04,0.09,0.06,1.69,-14.9,8.68,0.59,0.59,23.06,6.65,0.55,1.35,3.57,0.47,0.52,-1.16,1.38,0.61,0.02,0.63,N
6.11,28.22,11.44,7.97,16.44,39.86,25.71,0.09,0.08,0.07,0.06,0.61,-6.07,13.57,0.5,0.49,13.63,-5.53,0.53,-1.21,1.41,0.39,0.66,-0.71,1.64,0.71,0.01,0.51,N
4.65,14.58,9.13,8.18,11.39,59.58,57.51,0.06,0.04,0.07,0.05,0.73,-3.73,8.48,0.82,0.54,5.11,-7.16,0.52,1.52,9.13,0.47,0.59,-0.93,1.48,0.51,0.02,0.63,N
2.53,8.24,6.22,8.21,15.97,40.04,38.75,0.06,0.05,0.06,0.05,1.46,-1.97,3.95,1.14,0.56,2.86,3.6,0.61,0.97,10.1,0.44,0.54,-0.92,1.38,0.38,0.01,0.62,N
5.31,24.59,9.97,9.08,14.82,64.24,43.26,0.03,0.06,0.07,0.04,1.46,-1.88,3.51,0.63,0.63,2.61,37.89,0.53,1.01,10.5,0.46,0.55,-0.42,1.52,1.12,0.02,0.58,N
5.5,30.73,8.97,8.59,61.13,161.72,68.12,0.04,0.04,0.07,0.06,15.74,11.43,-6.27,0.42,0.66,-5.69,-19.69,0.51,1.13,8.2,0.47,0.48,-1.58,1.03,0.95,0.02,0.63,N
5.43,111.54,6.96,20.86,14.88,725.68,606.82,0.04,0.06,0.03,0.04,0.72,-7.54,5.37,1.15,0.51,6.42,-4.72,0.5,1.63,5.67,0.47,0.59,-0.4,0.68,0.58,0.02,0.6,N
4.64,14.77,7.63,12.2,14.71,20.43,23.78,0.03,0.06,0.05,0.07,8.97,-3.56,13.68,0.83,0.55,8.43,4.54,0.57,1.77,10.79,0.52,0.47,-0.7,0.77,0.51,0.01,0.61,N
5.22,33.23,7.25,7.49,28.34,42.83,31.04,0.04,0.04,0.04,0.04,1.21,130.14,-15.27,0.81,0.56,-9.67,-10.08,0.51,-0.95,-0.37,0.4,0.61,-1.09,0.99,0.07,0.02,0.58,N
5.94,22.33,8.46,7.03,23.15,92.27,163.76,0.05,0.04,0.04,0.04,0.43,6.83,24.86,0.52,0.54,25.32,-4.45,0.51,1.24,1.36,0.41,0.5,-0.28,0.66,0.65,0.02,0.6,N
5.51,33.03,8.84,11.64,53.29,80.67,239.16,0.07,0.08,0.04,0.06,1.07,-4.7,3.41,1.44,0.55,4.99,-10.03,0.51,1.3,3.78,0.42,0.55,-0.49,1.53,0.69,0.01,0.65,N
14.36,20.52,12.3,8.19,54.25,40.18,46.21,0.05,0.06,0.05,0.05,0.44,-4.83,-12.45,0.46,0.48,16.56,-61.97,0.54,1.16,4.25,0.51,0.47,-0.52,1.32,0.44,0.02,0.62,N
5.99,13.88,14.96,11.86,18.83,25.11,25.23,0.15,0.1,0.07,0.06,0.57,-3.94,6.36,1.25,0.6,5.46,-5.72,0.51,-1.31,3.14,0.37,0.46,-0.5,1.44,0.81,0.02,0.55,N
15.87,22.65,13.37,9.85,16.71,41.5,32.14,0.2,0.05,0.06,0.08,3.03,-2.65,2.11,0.84,0.54,2.23,2.1,0.64,-0.5,-3.86,0.38,0.48,-0.89,1.58,0.64,0.02,0.63,N
5.35,9.34,10.6,6.81,26.34,26.25,38.27,0.04,0.05,0.07,0.04,1.03,-1.64,9.52,0.52,0.61,5.05,9.34,0.55,-0.37,-3.64,0.36,0.49,-0.44,0.88,0.36,0.02,0.62,N
5.69,17.94,9.7,7.85,23.07,43.34,35.12,0.05,0.04,0.04,0.04,4.44,-3.96,4.87,0.78,0.6,4.18,2.39,0.54,1.43,5.95,0.49,0.4,-1.41,0.99,0.3,0.02,0.48,N
5.46,14.98,6.18,7.84,79.33,71.19,92.54,0.04,0.08,0.04,0.03,0.47,5.61,-6.73,0.76,0.51,-6.46,-3.38,0.48,1.79,4.68,0.47,0.53,-1.1,1.39,0.44,0.01,0.63,N
3.79,20.75,7.42,9.64,22.57,19.42,20.44,0.05,0.05,0.05,0.05,1.0,-4.29,6.53,1.02,0.55,7.61,-77.55,0.52,1.39,14.19,0.49,0.57,-0.93,0.76,0.7,0.01,0.57,N
